listing_id,title_en,title_ur,category,tags,price,city,listing_type,price_band,currency,is_active,popularity_count,vendor_id,stock_status,description_en
82,Cotton Trouser Palazzo,سوتی ٹراؤزر پالازو,Clothing,"['trouser', 'palazzo', 'cotton', 'casual']",1200,Faisalabad,product,low,PKR,True,46,5,in_stock,"Cotton Trouser Palazzo — Clothing listing featuring trouser, palazzo, cotton, casual. Available in Faisalabad, Pakistan. Price: PKR 1200."
83,Maati Kumkum Face Scrub,مٹی کم کم فیس اسکرب,Beauty & Skincare,"['scrub', 'natural', 'face', 'skincare']",550,Karachi,product,low,PKR,True,34,7,in_stock,"Maati Kumkum Face Scrub — Beauty & Skincare listing featuring scrub, natural, face, skincare. Available in Karachi, Pakistan. Price: PKR 550."
84,Golden Maang Tikka,سنہری مانگ ٹیکہ,Jewelry,"['maang-tikka', 'gold', 'bridal', 'forehead']",2800,Lahore,product,mid,PKR,True,77,13,in_stock,"Golden Maang Tikka — Jewelry listing featuring maang-tikka, gold, bridal, forehead. Available in Lahore, Pakistan. Price: PKR 2800."
85,Bridal Mehndi Home Visit,دلہن مہندی گھر پر,Mehndi Services,"['mehndi', 'bridal', 'home-visit', 'henna']",8000,Islamabad,service,high,PKR,True,35,15,in_stock,"Bridal Mehndi Home Visit — Mehndi Services listing featuring mehndi, bridal, home-visit, henna. Available in Islamabad, Pakistan. Price: PKR 8000."
86,Sindhi Embroidered Blouse,سندھی ایمبرائیڈرڈ بلاؤز,Clothing,"['sindhi', 'embroidery', 'blouse', 'traditional']",4200,Karachi,product,mid,PKR,True,49,11,in_stock,"Sindhi Embroidered Blouse — Clothing listing featuring sindhi, embroidery, blouse, traditional. Available in Karachi, Pakistan. Price: PKR 4200."
87,Tilla Phulkari Dupatta,ٹلہ پھلکاری دوپٹہ,Clothing,"['phulkari', 'tilla', 'dupatta', 'punjabi']",5500,Lahore,product,mid,PKR,True,3,4,in_stock,"Tilla Phulkari Dupatta — Clothing listing featuring phulkari, tilla, dupatta, punjabi. Available in Lahore, Pakistan. Price: PKR 5500."
88,Event Catering Finger Food,ایونٹ کیٹرنگ فنگر فوڈ,Catering,"['catering', 'finger-food', 'event', 'snacks']",8000,Karachi,service,high,PKR,True,1,13,in_stock,"Event Catering Finger Food — Catering listing featuring catering, finger-food, event, snacks. Available in Karachi, Pakistan. Price: PKR 8000."
89,Custom Stitching Lehenga,کسٹم سلائی لہنگہ,Tailoring,"['tailoring', 'lehenga', 'custom', 'stitching']",3500,Lahore,service,mid,PKR,True,5,7,in_stock,"Custom Stitching Lehenga — Tailoring listing featuring tailoring, lehenga, custom, stitching. Available in Lahore, Pakistan. Price: PKR 3500."
90,Organic Rose Water 200ml,آرگینک گلاب پانی 200ml,Beauty & Skincare,"['rose-water', 'organic', 'toner', 'skincare']",400,Islamabad,product,low,PKR,True,53,19,in_stock,"Organic Rose Water 200ml — Beauty & Skincare listing featuring rose-water, organic, toner, skincare. Available in Islamabad, Pakistan. Price: PKR 400."
91,Capri Tulip Shalwar Unstitched,کیپری ٹیولپ شلوار بغیر سلا,Clothing,"['capri', 'tulip', 'shalwar', 'unstitched']",1500,Faisalabad,product,mid,PKR,True,3,2,in_stock,"Capri Tulip Shalwar Unstitched — Clothing listing featuring capri, tulip, shalwar, unstitched. Available in Faisalabad, Pakistan. Price: PKR 1500."
92,Nail Art Service at Home,نیل آرٹ سروس گھر پر,Makeup & Beauty Services,"['nail-art', 'at-home', 'service', 'design']",1200,Karachi,service,low,PKR,True,53,10,in_stock,"Nail Art Service at Home — Makeup & Beauty Services listing featuring nail-art, at-home, service, design. Available in Karachi, Pakistan. Price: PKR 1200."
93,Baby Shower Photography,بے بی شاور فوٹوگرافی,Photography,"['photography', 'baby-shower', 'event', 'indoor']",8000,Lahore,service,high,PKR,True,62,13,in_stock,"Baby Shower Photography — Photography listing featuring photography, baby-shower, event, indoor. Available in Lahore, Pakistan. Price: PKR 8000."
94,Lawn Fabric Digital Print 2m,لان کپڑا ڈیجیٹل پرنٹ 2m,Fabric,"['lawn', 'digital-print', 'fabric', 'summer']",800,Faisalabad,product,low,PKR,True,17,6,in_stock,"Lawn Fabric Digital Print 2m — Fabric listing featuring lawn, digital-print, fabric, summer. Available in Faisalabad, Pakistan. Price: PKR 800."
95,Handmade Candles Fragrant Set,ہینڈ میڈ خوشبودار موم بتیاں سیٹ,Home & Decor,"['candles', 'fragrant', 'handmade', 'decor']",1100,Islamabad,product,low,PKR,True,43,12,in_stock,"Handmade Candles Fragrant Set — Home & Decor listing featuring candles, fragrant, handmade, decor. Available in Islamabad, Pakistan. Price: PKR 1100."
96,Tikka Masala Spice Pack,ٹکہ مسالہ اسپائس پیک,Food & Organic,"['spice', 'tikka-masala', 'homemade', 'cooking']",350,Lahore,product,low,PKR,True,33,12,in_stock,"Tikka Masala Spice Pack — Food & Organic listing featuring spice, tikka-masala, homemade, cooking. Available in Lahore, Pakistan. Price: PKR 350."
97,Engagement Ring Gold Look,منگنی کی انگوٹھی گولڈ لک,Jewelry,"['ring', 'engagement', 'gold-plated', 'traditional']",4500,Karachi,product,mid,PKR,True,73,11,out_of_stock,"Engagement Ring Gold Look — Jewelry listing featuring ring, engagement, gold-plated, traditional. Available in Karachi, Pakistan. Price: PKR 4500."
98,Embroidered Nikkah Dupatta,ایمبرائیڈرڈ نکاح دوپٹہ,Bridal & Wedding,"['dupatta', 'nikkah', 'embroidered', 'white']",6500,Lahore,product,mid,PKR,True,61,7,in_stock,"Embroidered Nikkah Dupatta — Bridal & Wedding listing featuring dupatta, nikkah, embroidered, white. Available in Lahore, Pakistan. Price: PKR 6500."
99,Flower Decoration Bridal Car,پھولوں کی دلہن گاڑی سجاوٹ,Event Services,"['decoration', 'bridal-car', 'flowers', 'wedding']",12000,Karachi,service,high,PKR,True,13,1,in_stock,"Flower Decoration Bridal Car — Event Services listing featuring decoration, bridal-car, flowers, wedding. Available in Karachi, Pakistan. Price: PKR 12000."
100,Loofah Natural Body Scrubber,لوفاہ قدرتی باڈی اسکربر,Beauty & Skincare,"['loofah', 'natural', 'body', 'scrubber']",300,Multan,product,low,PKR,True,47,1,in_stock,"Loofah Natural Body Scrubber — Beauty & Skincare listing featuring loofah, natural, body, scrubber. Available in Multan, Pakistan. Price: PKR 300."
101,Party Wear Capri Set Embroidered,پارٹی ویئر کیپری سیٹ ایمبرائیڈرڈ,Clothing,"['capri', 'party', 'embroidered', 'festive']",4800,Karachi,product,mid,PKR,True,14,13,in_stock,"Party Wear Capri Set Embroidered — Clothing listing featuring capri, party, embroidered, festive. Available in Karachi, Pakistan. Price: PKR 4800."
102,Dupatta Silk Hand Embroidered,دوپٹہ سلک ہینڈ ایمبرائیڈرڈ,Clothing,"['dupatta', 'silk', 'embroidered', 'bridal']",7500,Lahore,product,mid,PKR,True,71,9,out_of_stock,"Dupatta Silk Hand Embroidered — Clothing listing featuring dupatta, silk, embroidered, bridal. Available in Lahore, Pakistan. Price: PKR 7500."
103,Threading Waxing Full Package,تھریڈنگ ویکسنگ فل پیکیج,Makeup & Beauty Services,"['threading', 'waxing', 'package', 'salon']",2000,Karachi,service,mid,PKR,True,77,3,in_stock,"Threading Waxing Full Package — Makeup & Beauty Services listing featuring threading, waxing, package, salon. Available in Karachi, Pakistan. Price: PKR 2000."
104,Handmade Lace Trim Fabric,ہینڈ میڈ لیس ٹرم کپڑا,Fabric,"['lace', 'trim', 'handmade', 'fabric']",700,Faisalabad,product,low,PKR,True,61,7,low_stock,"Handmade Lace Trim Fabric — Fabric listing featuring lace, trim, handmade, fabric. Available in Faisalabad, Pakistan. Price: PKR 700."
105,Neem & Turmeric Face Wash,نیم اور ہلدی فیس واش,Beauty & Skincare,"['face-wash', 'neem', 'turmeric', 'natural']",650,Islamabad,product,low,PKR,True,39,6,in_stock,"Neem & Turmeric Face Wash — Beauty & Skincare listing featuring face-wash, neem, turmeric, natural. Available in Islamabad, Pakistan. Price: PKR 650."
106,Gota Kinari Embellishment,گوٹہ کناری ایمبلشمنٹ,Fabric,"['gota', 'kinari', 'embellishment', 'border']",250,Multan,product,low,PKR,True,79,8,in_stock,"Gota Kinari Embellishment — Fabric listing featuring gota, kinari, embellishment, border. Available in Multan, Pakistan. Price: PKR 250."
107,Zardozi Work Blouse Piece,زردوزی ورک بلاؤز پیس,Clothing,"['zardozi', 'blouse', 'embroidery', 'bridal']",9500,Lahore,product,high,PKR,True,52,9,low_stock,"Zardozi Work Blouse Piece — Clothing listing featuring zardozi, blouse, embroidery, bridal. Available in Lahore, Pakistan. Price: PKR 9500."
108,Eid Photography Indoor Studio,عید فوٹوگرافی انڈور اسٹوڈیو,Photography,"['photography', 'eid', 'indoor', 'studio']",3500,Islamabad,service,mid,PKR,True,23,5,in_stock,"Eid Photography Indoor Studio — Photography listing featuring photography, eid, indoor, studio. Available in Islamabad, Pakistan. Price: PKR 3500."
109,Mango Pickle Traditional Recipe,آم کا اچار روایتی نسخہ,Food & Organic,"['pickle', 'mango', 'traditional', 'homemade']",450,Lahore,product,low,PKR,True,25,1,in_stock,"Mango Pickle Traditional Recipe — Food & Organic listing featuring pickle, mango, traditional, homemade. Available in Lahore, Pakistan. Price: PKR 450."
